timestamp,pod,cpu_usage,cpu_usage_request,memory_usage,memory_usage_request,network_speed_in,network_speed_out,container orchetrator,container runtime
10:45:12,calico-kube-controllers-8d95b6db8-4ssp8,0.008915,,19841024.0,,109.86416,71.124955,Kubernetes,containerd
10:45:12,metrics-server-68d7746867-5xlvt,0.010095,0.0,24465408.0,11.666016,230.785139,408.0436,Kubernetes,containerd
10:45:12,local-path-provisioner-65d5864f8d-knvp8,0.000161,,11702272.0,,5.811966,5.494505,Kubernetes,containerd
10:45:12,kube-state-metrics-5644fd8b69-6xcns,0.006697,,27750400.0,,736.082723,15169.633634,Kubernetes,containerd
10:45:12,kube-proxy-pn9xg,0.000228,,21123072.0,,3617.609438,398.058817,Kubernetes,containerd
10:45:12,kube-controller-manager-bupt-3a,0.034478,17.239235,58167296.0,,3556.026508,399.18576,Kubernetes,containerd
10:45:12,kube-scheduler-bupt-3a,0.009238,9.238366,25657344.0,,3712.308814,399.959242,Kubernetes,containerd
10:45:12,etcd-bupt-3a,0.05948,0.0,53907456.0,51.410156,3370.948856,400.888823,Kubernetes,containerd
10:45:12,coredns-5dd5756b68-sjhjq,0.006211,0.0,25681920.0,34.988839,138.284893,107.139745,Kubernetes,containerd
10:45:12,coredns-5dd5756b68-c94dh,0.006224,0.0,23756800.0,32.366071,139.926884,113.109975,Kubernetes,containerd
10:45:12,calico-node-wc5jb,0.042565,17.026174,213368832.0,,3364.505054,398.876621,Kubernetes,containerd
10:45:12,kube-apiserver-bupt-3a,0.134515,53.80619,350638080.0,,3563.039213,396.359856,Kubernetes,containerd
10:45:22,kube-proxy-pn9xg,0.000717,,21118976.0,,3464.52369,411.118656,Kubernetes,containerd
10:45:22,metrics-server-68d7746867-5xlvt,0.01164,0.0,24465408.0,11.666016,287.957571,473.759013,Kubernetes,containerd
10:45:22,local-path-provisioner-65d5864f8d-knvp8,0.000143,,11702272.0,,11.928688,6.880571,Kubernetes,containerd
10:45:22,kube-state-metrics-5644fd8b69-6xcns,0.005896,,27869184.0,,731.978756,15965.837212,Kubernetes,containerd
10:45:22,kube-controller-manager-bupt-3a,0.034535,17.267542,58167296.0,,3417.045367,408.801895,Kubernetes,containerd
10:45:22,kube-scheduler-bupt-3a,0.009269,9.268712,25657344.0,,3664.640593,409.384807,Kubernetes,containerd
10:45:22,etcd-bupt-3a,0.058307,0.0,53923840.0,51.425781,3622.058606,400.435543,Kubernetes,containerd
10:45:22,coredns-5dd5756b68-sjhjq,0.006248,0.0,25563136.0,34.827009,106.212318,78.990675,Kubernetes,containerd
10:45:22,coredns-5dd5756b68-c94dh,0.005144,0.0,23621632.0,32.18192,142.49674,111.549398,Kubernetes,containerd
10:45:22,calico-node-wc5jb,0.051274,20.509486,213381120.0,,3646.469004,401.794958,Kubernetes,containerd
10:45:22,calico-kube-controllers-8d95b6db8-4ssp8,0.010729,,19828736.0,,114.432099,74.308272,Kubernetes,containerd
10:45:22,kube-apiserver-bupt-3a,0.133693,53.47707,350625792.0,,3371.825216,406.747838,Kubernetes,containerd
10:45:32,metrics-server-68d7746867-5xlvt,0.008284,0.0,24461312.0,11.664062,232.238881,367.782931,Kubernetes,containerd
10:45:32,local-path-provisioner-65d5864f8d-knvp8,0.000158,,11702272.0,,7.470364,1.850027,Kubernetes,containerd
10:45:32,kube-state-metrics-5644fd8b69-6xcns,0.006998,,28893184.0,,740.288727,15652.247364,Kubernetes,containerd
10:45:32,kube-scheduler-bupt-3a,0.007259,7.258534,25657344.0,,3164.605485,345.327519,Kubernetes,containerd
10:45:32,kube-proxy-pn9xg,0.000605,,21123072.0,,3444.620158,413.709778,Kubernetes,containerd
10:45:32,kube-controller-manager-bupt-3a,0.037832,18.915917,58171392.0,,3509.727833,421.956603,Kubernetes,containerd
10:45:32,kube-apiserver-bupt-3a,0.089341,35.7363,350625792.0,,3227.87537,412.16153,Kubernetes,containerd
10:45:32,coredns-5dd5756b68-sjhjq,0.006087,0.0,25563136.0,34.827009,137.305863,105.349552,Kubernetes,containerd
10:45:32,coredns-5dd5756b68-c94dh,0.006207,0.0,23621632.0,32.18192,142.448331,111.128776,Kubernetes,containerd
10:45:32,calico-node-wc5jb,0.054124,21.649759,213307392.0,,3733.577701,409.489729,Kubernetes,containerd
10:45:32,calico-kube-controllers-8d95b6db8-4ssp8,0.010351,,19832832.0,,113.188812,71.911134,Kubernetes,containerd
10:45:32,etcd-bupt-3a,0.058307,0.0,53923840.0,51.425781,3735.844784,411.482485,Kubernetes,containerd
10:45:42,kube-proxy-pn9xg,0.000674,,21118976.0,,3221.10045,419.65999,Kubernetes,containerd
10:45:42,metrics-server-68d7746867-5xlvt,0.009259,0.0,24866816.0,11.857422,302.17906,459.077411,Kubernetes,containerd
10:45:42,local-path-provisioner-65d5864f8d-knvp8,0.000129,,11702272.0,,6.6625,1.65,Kubernetes,containerd
10:45:42,kube-state-metrics-5644fd8b69-6xcns,0.005836,,28893184.0,,725.678615,14408.988247,Kubernetes,containerd
10:45:42,kube-controller-manager-bupt-3a,0.036503,18.251594,58167296.0,,3509.727833,421.956603,Kubernetes,containerd
10:45:42,kube-scheduler-bupt-3a,0.009177,9.176593,25657344.0,,4431.600327,4677.235213,Kubernetes,containerd
10:45:42,etcd-bupt-3a,0.057352,0.0,53956608.0,51.457031,3825.366541,413.264411,Kubernetes,containerd
10:45:42,calico-kube-controllers-8d95b6db8-4ssp8,0.009657,,19832832.0,,116.254968,74.305437,Kubernetes,containerd
10:45:42,calico-node-wc5jb,0.056432,22.572843,213307392.0,,4725.579878,4598.219322,Kubernetes,containerd
10:45:42,kube-apiserver-bupt-3a,0.129877,51.950667,350638080.0,,4662.115977,5738.050087,Kubernetes,containerd
10:45:42,coredns-5dd5756b68-sjhjq,0.006467,0.0,25763840.0,35.100446,103.205485,83.068771,Kubernetes,containerd
10:45:42,coredns-5dd5756b68-c94dh,0.005246,0.0,23629824.0,32.19308,134.284218,107.831154,Kubernetes,containerd
10:45:52,kube-proxy-pn9xg,0.000661,,21123072.0,,4199.988508,5269.796968,Kubernetes,containerd
10:45:52,metrics-server-68d7746867-5xlvt,0.008715,0.0,24494080.0,11.679688,280.968174,464.380637,Kubernetes,containerd
10:45:52,local-path-provisioner-65d5864f8d-knvp8,0.000374,,11702272.0,,13.283268,4.720769,Kubernetes,containerd
10:45:52,kube-state-metrics-5644fd8b69-6xcns,0.005836,,29466624.0,,730.223124,14113.989797,Kubernetes,containerd
10:45:52,kube-scheduler-bupt-3a,0.007404,7.404197,25661440.0,,4562.612149,6256.905427,Kubernetes,containerd
10:45:52,kube-controller-manager-bupt-3a,0.023672,11.835888,58167296.0,,4583.998483,4865.025543,Kubernetes,containerd
10:45:52,kube-apiserver-bupt-3a,0.13027,52.107848,350773248.0,,4413.101857,4596.928564,Kubernetes,containerd
10:45:52,etcd-bupt-3a,0.056653,0.0,53956608.0,51.457031,4682.656866,4624.753209,Kubernetes,containerd
10:45:52,coredns-5dd5756b68-sjhjq,0.006557,0.0,25628672.0,34.916295,137.597455,108.77161,Kubernetes,containerd
10:45:52,coredns-5dd5756b68-c94dh,0.005952,0.0,23621632.0,32.18192,145.535155,114.020446,Kubernetes,containerd
10:45:52,calico-node-wc5jb,0.053232,21.292945,213315584.0,,4595.394737,4484.898973,Kubernetes,containerd
10:45:52,calico-kube-controllers-8d95b6db8-4ssp8,0.009923,,19832832.0,,80.622222,52.255556,Kubernetes,containerd
10:46:02,local-path-provisioner-65d5864f8d-knvp8,0.00039,,11698176.0,,10.962312,7.242333,Kubernetes,containerd
10:46:02,kube-state-metrics-5644fd8b69-6xcns,0.005058,,29466624.0,,750.421642,15449.650318,Kubernetes,containerd
10:46:02,kube-scheduler-bupt-3a,0.007271,7.270566,25661440.0,,5089.687575,6385.39921,Kubernetes,containerd
10:46:02,kube-proxy-pn9xg,0.00026,,21123072.0,,4537.136184,6202.914521,Kubernetes,containerd
10:46:02,kube-controller-manager-bupt-3a,0.03711,18.555019,58179584.0,,3732.965,5249.8825,Kubernetes,containerd
10:46:02,metrics-server-68d7746867-5xlvt,0.008715,0.0,24494080.0,11.679688,204.358841,325.351373,Kubernetes,containerd
10:46:02,kube-apiserver-bupt-3a,0.129679,51.871663,350773248.0,,4505.829033,6170.532422,Kubernetes,containerd
10:46:02,coredns-5dd5756b68-sjhjq,0.006798,0.0,25628672.0,34.916295,139.721998,107.495097,Kubernetes,containerd
10:46:02,coredns-5dd5756b68-c94dh,0.005821,0.0,23621632.0,32.18192,144.657763,117.262104,Kubernetes,containerd
10:46:02,calico-node-wc5jb,0.052372,20.94897,213307392.0,,4602.782897,5676.86799,Kubernetes,containerd
10:46:02,calico-kube-controllers-8d95b6db8-4ssp8,0.007771,,19832832.0,,126.795655,80.721766,Kubernetes,containerd
10:46:02,etcd-bupt-3a,0.048763,0.0,53956608.0,51.457031,4536.464771,6263.786785,Kubernetes,containerd
10:46:12,metrics-server-68d7746867-5xlvt,0.010324,0.0,24539136.0,11.701172,280.765045,427.49607,Kubernetes,containerd
10:46:12,local-path-provisioner-65d5864f8d-knvp8,0.000484,,11698176.0,,14.541334,8.219015,Kubernetes,containerd
10:46:12,kube-state-metrics-5644fd8b69-6xcns,0.006412,,29609984.0,,718.403196,14565.740799,Kubernetes,containerd
10:46:12,kube-scheduler-bupt-3a,0.008362,8.36168,25657344.0,,3934.58298,4935.594319,Kubernetes,containerd
10:46:12,kube-proxy-pn9xg,0.000246,,21123072.0,,4276.302587,6825.720624,Kubernetes,containerd
10:46:12,kube-controller-manager-bupt-3a,0.033346,16.673191,58183680.0,,5038.216514,7427.918057,Kubernetes,containerd
10:46:12,etcd-bupt-3a,0.059363,0.0,54231040.0,51.71875,3987.043528,8096.434411,Kubernetes,containerd
10:46:12,coredns-5dd5756b68-sjhjq,0.006775,0.0,25632768.0,34.921875,135.395266,106.364448,Kubernetes,containerd
10:46:12,coredns-5dd5756b68-c94dh,0.005821,0.0,23621632.0,32.18192,145.315236,114.514011,Kubernetes,containerd
10:46:12,calico-node-wc5jb,0.043432,17.375019,213307392.0,,4241.567847,7446.768222,Kubernetes,containerd
10:46:12,calico-kube-controllers-8d95b6db8-4ssp8,0.010835,,19828736.0,,109.684773,68.768014,Kubernetes,containerd
10:46:12,kube-apiserver-bupt-3a,0.132365,52.946066,350633984.0,,4966.344317,7329.446036,Kubernetes,containerd
10:46:22,kube-proxy-pn9xg,0.000442,,21123072.0,,5129.600514,7580.005933,Kubernetes,containerd
10:46:22,metrics-server-68d7746867-5xlvt,0.009731,0.0,24539136.0,11.701172,245.681087,387.530765,Kubernetes,containerd
10:46:22,local-path-provisioner-65d5864f8d-knvp8,0.000417,,11698176.0,,5.927933,4.333971,Kubernetes,containerd
10:46:22,kube-state-metrics-5644fd8b69-6xcns,0.005377,,29626368.0,,629.857036,12768.146204,Kubernetes,containerd
10:46:22,kube-scheduler-bupt-3a,0.008421,8.42139,25657344.0,,4074.702675,3001.861635,Kubernetes,containerd
10:46:22,kube-controller-manager-bupt-3a,0.034828,17.414017,58187776.0,,4931.807434,7267.0576,Kubernetes,containerd
10:46:22,coredns-5dd5756b68-c94dh,0.005614,0.0,23621632.0,32.18192,148.960715,114.143088,Kubernetes,containerd
10:46:22,etcd-bupt-3a,0.062037,0.0,54231040.0,51.71875,4515.205936,6651.233466,Kubernetes,containerd
10:46:22,coredns-5dd5756b68-sjhjq,0.00658,0.0,25632768.0,34.921875,86.2,68.125,Kubernetes,containerd
10:46:22,kube-apiserver-bupt-3a,0.112487,44.996638,350633984.0,,3070.018474,2325.089668,Kubernetes,containerd
10:46:22,calico-node-wc5jb,0.045962,18.38488,213311488.0,,4308.103746,5938.876336,Kubernetes,containerd
10:46:22,calico-kube-controllers-8d95b6db8-4ssp8,0.009704,,19832832.0,,130.77452,85.724407,Kubernetes,containerd
10:46:32,local-path-provisioner-65d5864f8d-knvp8,0.000288,,11698176.0,,6.597203,4.822761,Kubernetes,containerd
10:46:32,kube-state-metrics-5644fd8b69-6xcns,0.004864,,29626368.0,,749.633968,15195.299898,Kubernetes,containerd
10:46:32,kube-scheduler-bupt-3a,0.005667,5.6672,25657344.0,,3784.712174,2460.048506,Kubernetes,containerd
10:46:32,kube-proxy-pn9xg,0.000362,,21127168.0,,3685.690531,3991.120325,Kubernetes,containerd
10:46:32,kube-controller-manager-bupt-3a,0.027105,13.551988,58183680.0,,3740.706533,4412.997909,Kubernetes,containerd
10:46:32,metrics-server-68d7746867-5xlvt,0.010307,0.0,24580096.0,11.720703,434.219702,422.77207,Kubernetes,containerd
10:46:32,etcd-bupt-3a,0.062918,0.0,54026240.0,51.523438,2832.484395,2657.1451,Kubernetes,containerd
10:46:32,coredns-5dd5756b68-sjhjq,0.006323,0.0,25632768.0,34.921875,139.531318,107.052124,Kubernetes,containerd
10:46:32,coredns-5dd5756b68-c94dh,0.006565,0.0,23736320.0,32.33817,138.405933,105.175422,Kubernetes,containerd
10:46:32,calico-node-wc5jb,0.035729,14.292085,213311488.0,,3396.391789,2584.71165,Kubernetes,containerd
10:46:32,calico-kube-controllers-8d95b6db8-4ssp8,0.009377,,19832832.0,,436.115974,99.649845,Kubernetes,containerd
10:46:32,kube-apiserver-bupt-3a,0.142683,57.073358,350519296.0,,3565.435775,2700.138972,Kubernetes,containerd
10:46:42,metrics-server-68d7746867-5xlvt,0.010307,0.0,24580096.0,11.720703,369.125344,359.393839,Kubernetes,containerd
10:46:42,local-path-provisioner-65d5864f8d-knvp8,0.00016,,11698176.0,,6.267203,5.514742,Kubernetes,containerd
10:46:42,kube-state-metrics-5644fd8b69-6xcns,0.005652,,29720576.0,,871.169318,13869.779425,Kubernetes,containerd
10:46:42,kube-scheduler-bupt-3a,0.009665,9.6649,25657344.0,,2801.8532,2775.36655,Kubernetes,containerd
10:46:42,kube-proxy-pn9xg,0.000288,,21127168.0,,3827.983065,6508.253021,Kubernetes,containerd
10:46:42,kube-controller-manager-bupt-3a,0.03412,17.060057,58183680.0,,3082.072021,3635.99156,Kubernetes,containerd
10:46:42,kube-apiserver-bupt-3a,0.141823,56.72909,350507008.0,,4410.145313,6679.620769,Kubernetes,containerd
10:46:42,coredns-5dd5756b68-sjhjq,0.005191,0.0,25632768.0,34.921875,117.255359,90.567802,Kubernetes,containerd
10:46:42,coredns-5dd5756b68-c94dh,0.006565,0.0,23736320.0,32.33817,148.549074,114.073487,Kubernetes,containerd
10:46:42,calico-node-wc5jb,0.050135,20.054036,213323776.0,,4498.871644,6304.401058,Kubernetes,containerd
10:46:42,calico-kube-controllers-8d95b6db8-4ssp8,0.008609,,19832832.0,,594.679092,101.728544,Kubernetes,containerd
10:46:42,etcd-bupt-3a,0.063009,0.0,54026240.0,51.523438,4593.256522,5226.923586,Kubernetes,containerd
10:46:52,kube-proxy-pn9xg,0.000478,,21118976.0,,4447.250318,7561.117651,Kubernetes,containerd
10:46:52,local-path-provisioner-65d5864f8d-knvp8,0.00016,,11698176.0,,9.256169,4.034237,Kubernetes,containerd
10:46:52,kube-state-metrics-5644fd8b69-6xcns,0.004698,,29741056.0,,657.8375,9560.3125,Kubernetes,containerd
10:46:52,kube-scheduler-bupt-3a,0.008483,8.483009,25661440.0,,3996.108595,8352.115085,Kubernetes,containerd
10:46:52,kube-controller-manager-bupt-3a,0.034115,17.057705,58179584.0,,4447.382789,7475.154896,Kubernetes,containerd
10:46:52,metrics-server-68d7746867-5xlvt,0.008491,0.0,24588288.0,11.724609,382.208516,372.30459,Kubernetes,containerd
10:46:52,etcd-bupt-3a,0.05846,0.0,54038528.0,51.535156,4551.148162,6491.000172,Kubernetes,containerd
10:46:52,calico-kube-controllers-8d95b6db8-4ssp8,0.008684,,19832832.0,,462.841047,91.218381,Kubernetes,containerd
10:46:52,calico-node-wc5jb,0.053291,21.316484,213385216.0,,4619.642409,7203.817647,Kubernetes,containerd
10:46:52,kube-apiserver-bupt-3a,0.13828,55.311878,350650368.0,,3639.442369,5153.492827,Kubernetes,containerd
10:46:52,coredns-5dd5756b68-sjhjq,0.00568,0.0,25640960.0,34.933036,137.09077,108.289524,Kubernetes,containerd
10:46:52,coredns-5dd5756b68-c94dh,0.006501,0.0,23822336.0,32.455357,149.446123,116.242267,Kubernetes,containerd
10:47:02,metrics-server-68d7746867-5xlvt,0.008723,0.0,24600576.0,11.730469,315.066158,306.976511,Kubernetes,containerd
10:47:02,local-path-provisioner-65d5864f8d-knvp8,0.000208,,11702272.0,,6.665812,3.448683,Kubernetes,containerd
10:47:02,kube-state-metrics-5644fd8b69-6xcns,0.005333,,32133120.0,,903.474382,15489.691767,Kubernetes,containerd
10:47:02,kube-scheduler-bupt-3a,0.008788,8.787664,25661440.0,,4261.983248,6616.989171,Kubernetes,containerd
10:47:02,kube-controller-manager-bupt-3a,0.034115,17.057705,58179584.0,,4639.883615,7228.651301,Kubernetes,containerd
10:47:02,kube-proxy-pn9xg,0.0003,,21118976.0,,4354.811698,6759.094194,Kubernetes,containerd
10:47:02,etcd-bupt-3a,0.058446,0.0,54210560.0,51.699219,4897.120588,9156.838235,Kubernetes,containerd
10:47:02,coredns-5dd5756b68-sjhjq,0.005907,0.0,25640960.0,34.933036,143.074869,108.833018,Kubernetes,containerd
10:47:02,coredns-5dd5756b68-c94dh,0.005633,0.0,23822336.0,32.455357,142.47645,110.405305,Kubernetes,containerd
10:47:02,calico-node-wc5jb,0.055771,22.308558,213385216.0,,3726.86,7687.4725,Kubernetes,containerd
10:47:02,calico-kube-controllers-8d95b6db8-4ssp8,0.006127,,19832832.0,,552.53384,93.526466,Kubernetes,containerd
10:47:02,kube-apiserver-bupt-3a,0.13828,55.311878,350650368.0,,4839.740696,9020.501244,Kubernetes,containerd
10:47:12,metrics-server-68d7746867-5xlvt,0.008055,0.0,24608768.0,11.734375,409.268875,429.11729,Kubernetes,containerd
10:47:12,local-path-provisioner-65d5864f8d-knvp8,0.000193,,11698176.0,,10.146549,4.422303,Kubernetes,containerd
10:47:12,kube-state-metrics-5644fd8b69-6xcns,0.005256,,32153600.0,,864.947932,15444.596097,Kubernetes,containerd
10:47:12,kube-scheduler-bupt-3a,0.008034,8.034354,25661440.0,,4726.79822,8674.290494,Kubernetes,containerd
10:47:12,kube-proxy-pn9xg,0.000286,,21118976.0,,4314.254991,5762.896816,Kubernetes,containerd
10:47:12,kube-controller-manager-bupt-3a,0.033459,16.729392,58183680.0,,4810.883362,7818.078492,Kubernetes,containerd
10:47:12,kube-apiserver-bupt-3a,0.128634,51.453423,350801920.0,,4581.869817,6554.746568,Kubernetes,containerd
10:47:12,coredns-5dd5756b68-sjhjq,0.006053,0.0,25640960.0,34.933036,131.736363,106.033706,Kubernetes,containerd
10:47:12,coredns-5dd5756b68-c94dh,0.006127,0.0,23900160.0,32.561384,143.968138,112.707091,Kubernetes,containerd
10:47:12,calico-node-wc5jb,0.055763,22.30518,213434368.0,,4507.682026,6941.685839,Kubernetes,containerd
10:47:12,calico-kube-controllers-8d95b6db8-4ssp8,0.010639,,19836928.0,,453.270229,89.634837,Kubernetes,containerd
10:47:12,etcd-bupt-3a,0.055302,0.0,54210560.0,51.699219,2987.817891,3728.297698,Kubernetes,containerd
10:47:22,metrics-server-68d7746867-5xlvt,0.008055,0.0,24608768.0,11.734375,222.857467,349.190112,Kubernetes,containerd
10:47:22,local-path-provisioner-65d5864f8d-knvp8,0.000216,,11698176.0,,11.49563,3.292236,Kubernetes,containerd
10:47:22,kube-state-metrics-5644fd8b69-6xcns,0.004566,,32153600.0,,739.463259,15924.641825,Kubernetes,containerd
10:47:22,kube-scheduler-bupt-3a,0.009641,9.640808,25657344.0,,4520.880532,6457.331898,Kubernetes,containerd
10:47:22,kube-proxy-pn9xg,0.000642,,21123072.0,,4314.254991,5762.896816,Kubernetes,containerd
10:47:22,kube-controller-manager-bupt-3a,0.03715,18.574846,58191872.0,,4206.15391,5192.986628,Kubernetes,containerd
10:47:22,kube-apiserver-bupt-3a,0.128932,51.572681,350801920.0,,3748.124402,2839.005766,Kubernetes,containerd
10:47:22,coredns-5dd5756b68-sjhjq,0.006053,0.0,25640960.0,34.933036,100.887732,81.202085,Kubernetes,containerd
10:47:22,coredns-5dd5756b68-c94dh,0.006127,0.0,23900160.0,32.561384,110.514206,88.274708,Kubernetes,containerd
10:47:22,calico-node-wc5jb,0.055881,22.35258,213458944.0,,3665.122979,4586.030995,Kubernetes,containerd
10:47:22,calico-kube-controllers-8d95b6db8-4ssp8,0.009212,,19836928.0,,102.951255,66.31757,Kubernetes,containerd
10:47:22,etcd-bupt-3a,0.056871,0.0,54087680.0,51.582031,3778.55924,3436.539583,Kubernetes,containerd
10:47:32,kube-proxy-pn9xg,0.000679,,21123072.0,,3800.495935,519.224384,Kubernetes,containerd
10:47:32,local-path-provisioner-65d5864f8d-knvp8,0.000198,,11698176.0,,9.059851,2.594707,Kubernetes,containerd
10:47:32,kube-state-metrics-5644fd8b69-6xcns,0.005463,,32182272.0,,779.917425,16188.312513,Kubernetes,containerd
10:47:32,kube-scheduler-bupt-3a,0.008563,8.562714,25657344.0,,3480.373539,508.52697,Kubernetes,containerd
10:47:32,kube-controller-manager-bupt-3a,0.027081,13.540563,58191872.0,,3466.087355,520.679265,Kubernetes,containerd
10:47:32,metrics-server-68d7746867-5xlvt,0.010051,0.0,24612864.0,11.736328,275.909207,373.679264,Kubernetes,containerd
10:47:32,etcd-bupt-3a,0.059049,0.0,54087680.0,51.582031,3474.666919,533.916029,Kubernetes,containerd
10:47:32,coredns-5dd5756b68-sjhjq,0.006453,0.0,25636864.0,34.927455,138.24557,107.961068,Kubernetes,containerd
10:47:32,coredns-5dd5756b68-c94dh,0.006489,0.0,23957504.0,32.639509,112.146647,89.597792,Kubernetes,containerd
10:47:32,calico-node-wc5jb,0.046866,18.745256,213458944.0,,3302.308483,525.915167,Kubernetes,containerd
10:47:32,calico-kube-controllers-8d95b6db8-4ssp8,0.0112,,19832832.0,,86.672904,56.028765,Kubernetes,containerd
